id,Elevation,Aspect,Slope,Wilderness,Soil_Type,Hillshade_9am,Hillshade_noon,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Fire_Points,Label
1220,elevation_high,aspect_medium,slope_high,rawah,leighcan_c,hillshade_9am_max,hillnoon_min,5,4,mid,5
1221,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,1,mid,2
1222,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,0,0,mid,2
1223,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,5,4,mid,5
1224,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,mid,5
1225,elevation_medium,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,mid,5
1226,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,5
1227,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,5
1228,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1229,elevation_medium,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,3,1,mid,5
1230,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,1,high,2
1231,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,5,4,mid,5
1232,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1233,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1234,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,5
1235,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,5
1236,elevation_ultra,aspect_medium,slope_high,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,4,4,high,1
1237,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,0,0,high,1
1238,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,2,0,mid,2
1239,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,0,0,mid,1
1240,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1241,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,3,high,2
1242,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1243,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,5
1244,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1245,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,2,low,1
1246,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,5
1247,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1248,elevation_medium,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,2,1,mid,5
1249,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,3,mid,2
1250,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1251,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1252,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1253,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,5
1254,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,1,low,1
1255,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,mid,1
1256,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1257,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1258,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1259,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1260,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1261,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,2,mid,5
1262,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,2,2,mid,5
1263,elevation_ultra,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,0,mid,1
1264,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,1,mid,1
1265,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,4,1,low,1
1266,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,mid,2
1267,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1268,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1269,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1270,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,3,mid,5
1271,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,1,0,mid,1
1272,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1273,elevation_ultra,aspect_high,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,1,mid,2
1274,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,1,0,mid,1
1275,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,0,0,mid,2
1276,elevation_ultra,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,2,high,1
1277,elevation_ultra,aspect_high,slope_low,rawah,typic_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1278,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1279,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1280,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,5
1281,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,5,0,low,1
1282,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,3,3,mid,1
1283,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1284,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1285,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,2,2,mid,5
1286,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,4,0,mid,2
1287,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,3,4,mid,5
1288,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,3,0,mid,2
1289,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,3,4,mid,5
1290,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,5
1291,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,4,mid,5
1292,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,4,mid,5
1293,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,3,mid,5
1294,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,3,mid,5
1295,elevation_ultra,aspect_medium,slope_medium,rawah,leighcan_a,hillshade_9am_max,hillnoon_min,5,4,mid,2
1296,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,3,0,mid,1
1297,elevation_high,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,low,1
1298,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,2,0,mid,2
1299,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,0,mid,2
1300,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1301,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,4,mid,5
1302,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,3,mid,2
1303,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1304,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,4,mid,5
1305,elevation_ultra,aspect_high,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,5,3,mid,1
1306,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,4,3,mid,2
1307,elevation_ultra,aspect_ultra,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,3,1,mid,2
1308,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1309,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,1,mid,1
1310,elevation_high,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,3,0,low,1
1311,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_max,1,0,low,1
1312,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1313,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,3,mid,1
1314,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,1,0,mid,1
1315,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,0,mid,1
1316,elevation_high,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,0,0,mid,1
1317,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,4,mid,5
1318,elevation_high,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,mid,2
1319,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,3,mid,2
1320,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,4,mid,5
1321,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,5,3,mid,1
1322,elevation_high,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,2,0,mid,2
1323,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,4,0,low,2
1324,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,2,1,mid,2
1325,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,1,0,mid,5
1326,elevation_ultra,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,4,1,mid,1
1327,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_max,3,0,low,2
1328,elevation_high,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_max,hillnoon_max,3,0,mid,2
1329,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,0,0,mid,5
1330,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,5,0,mid,1
1331,elevation_ultra,aspect_low,slope_low,rawah,leighcan_i,hillshade_9am_min,hillnoon_max,5,1,mid,1
1332,elevation_high,aspect_ultra,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,low,1
1333,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,5,3,mid,1
1334,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,3,0,mid,1
1335,elevation_ultra,aspect_low,slope_low,rawah,typic_a,hillshade_9am_min,hillnoon_min,5,4,mid,1
1336,elevation_ultra,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,5,3,mid,1
1337,elevation_ultra,aspect_high,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_max,0,0,mid,1
1338,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,1,0,mid,5
1339,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,2,mid,2
1340,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,2,mid,1
1341,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,2,3,mid,5
1342,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,5,2,mid,2
1343,elevation_ultra,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,low,2
1344,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
1345,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,0,mid,5
1346,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,mid,1
1347,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,2,0,mid,5
1348,elevation_ultra,aspect_low,slope_medium,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,2,mid,1
1349,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,mid,1
1350,elevation_high,aspect_high,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_max,3,1,low,2
1351,elevation_high,aspect_low,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_min,0,0,low,1
1352,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,0,mid,5
1353,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,4,mid,5
1354,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1355,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,2,mid,1
1356,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,mid,1
1357,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,3,0,mid,5
1358,elevation_ultra,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,mid,1
1359,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_max,hillnoon_min,3,0,low,1
1360,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,mid,5
1361,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1362,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,2,1,low,1
1363,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,3,3,mid,5
1364,elevation_medium,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,2,3,mid,5
1365,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,3,0,low,1
1366,elevation_high,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,4,3,low,1
1367,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,3,0,mid,2
1368,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,5
1369,elevation_medium,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,2,3,mid,5
1370,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,2,3,mid,5
1371,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,1,0,mid,1
1372,elevation_high,aspect_ultra,slope_low,rawah,typic_b,hillshade_9am_min,hillnoon_max,0,0,low,2
1373,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,4,2,mid,2
1374,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,2,mid,2
1375,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1376,elevation_high,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,low,1
1377,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1378,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,mid,2
1379,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1380,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1381,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,5
1382,elevation_medium,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,5
1383,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,1,0,mid,1
1384,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,3,2,mid,2
1385,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,5
1386,elevation_ultra,aspect_ultra,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,3,0,mid,1
1387,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1388,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1389,elevation_high,aspect_medium,slope_ultra,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1390,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,4,mid,5
1391,elevation_high,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,0,0,low,1
1392,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,5,3,mid,2
1393,elevation_high,aspect_low,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1394,elevation_high,aspect_low,slope_low,rawah,como_b,hillshade_9am_min,hillnoon_max,1,0,mid,1
1395,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,1
1396,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,4,mid,5
1397,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1398,elevation_high,aspect_medium,slope_high,rawah,como_a,hillshade_9am_max,hillnoon_min,4,4,mid,5
1399,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1400,elevation_ultra,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,2,1,mid,1
1401,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,4,2,low,2
1402,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,low,1
1403,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1404,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,0,mid,1
1405,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,5
1406,elevation_high,aspect_low,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1407,elevation_high,aspect_medium,slope_low,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1408,elevation_ultra,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,3,3,mid,2
1409,elevation_ultra,aspect_low,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_min,4,0,mid,1
1410,elevation_high,aspect_high,slope_medium,rawah,como_b,hillshade_9am_max,hillnoon_max,4,3,low,2
1411,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1412,elevation_high,aspect_medium,slope_low,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,2,0,low,1
1413,elevation_high,aspect_ultra,slope_medium,rawah,leighcan_b,hillshade_9am_min,hillnoon_max,2,1,low,1
1414,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,2
1415,elevation_high,aspect_medium,slope_high,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1416,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1417,elevation_ultra,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,3,2,mid,2
1418,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,1,mid,1
1419,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1420,elevation_ultra,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_max,3,3,mid,2
1421,elevation_high,aspect_low,slope_low,rawah,como_b,hillshade_9am_min,hillnoon_min,3,0,mid,1
1422,elevation_high,aspect_low,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,5
1423,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1424,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,3,mid,5
1425,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,2,2,mid,1
1426,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,4,mid,5
1427,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1428,elevation_ultra,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,3,mid,2
1429,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,0,mid,1
1430,elevation_high,aspect_low,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,5,4,mid,2
1431,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,3,4,mid,5
1432,elevation_ultra,aspect_low,slope_high,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,3,1,mid,1
1433,elevation_high,aspect_low,slope_ultra,rawah,como_a,hillshade_9am_min,hillnoon_min,4,4,mid,5
1434,elevation_ultra,aspect_high,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,5,4,mid,2
1435,elevation_ultra,aspect_high,slope_low,rawah,leighcan_a,hillshade_9am_min,hillnoon_max,4,0,mid,1
1436,elevation_high,aspect_ultra,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,3,1,low,1
1437,elevation_high,aspect_medium,slope_medium,rawah,leighcan_b,hillshade_9am_max,hillnoon_min,4,0,mid,1
1438,elevation_high,aspect_low,slope_medium,rawah,como_a,hillshade_9am_min,hillnoon_min,4,0,mid,2
1439,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,4,mid,5
1440,elevation_medium,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,2,3,mid,5
1441,elevation_ultra,aspect_ultra,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,mid,1
1442,elevation_high,aspect_medium,slope_low,rawah,como_b,hillshade_9am_max,hillnoon_min,2,1,mid,1
1443,elevation_high,aspect_low,slope_high,rawah,como_b,hillshade_9am_min,hillnoon_min,4,3,mid,5
1444,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,4,2,mid,5
1445,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,4,3,mid,5
1446,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,1,mid,5
1447,elevation_ultra,aspect_ultra,slope_medium,rawah,leighcan_i,hillshade_9am_min,hillnoon_min,4,3,mid,1
1448,elevation_high,aspect_ultra,slope_high,rawah,como_a,hillshade_9am_min,hillnoon_min,1,1,mid,1
1449,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1450,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,2,mid,5
1451,elevation_medium,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,0,0,mid,5
1452,elevation_high,aspect_medium,slope_low,rawah,como_a,hillshade_9am_min,hillnoon_max,1,0,low,1
1453,elevation_high,aspect_low,slope_low,rawah,leighcan_b,hillshade_9am_min,hillnoon_min,0,0,low,1
1454,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,1,mid,5
1455,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,2,mid,5
1456,elevation_high,aspect_low,slope_ultra,rawah,como_b,hillshade_9am_min,hillnoon_min,2,0,mid,5
1457,elevation_high,aspect_medium,slope_medium,rawah,como_a,hillshade_9am_max,hillnoon_min,5,3,mid,2
1458,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,3,mid,5
1459,elevation_high,aspect_medium,slope_ultra,rawah,como_b,hillshade_9am_max,hillnoon_min,3,0,mid,5
